Student ID,School Level,School Year,Course Code,Course Title,Section,Term,Block,Enrolled
S146,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-013,1st Semester,A12L45,1
S147,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-015,1st Semester,F1234L,1
S148,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-001,1st Semester,C13L45,1
S149,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-019,1st Semester,C13L45,1
S150,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-015,1st Semester,F1234L,1
S151,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-012,1st Semester,F1234L,1
S152,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-015,1st Semester,F1234L,1
S153,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-021,1st Semester,B134L5,1
S154,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-018,1st Semester,B134L5,1
S155,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-017,1st Semester,F1234L,1
S156,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-007,1st Semester,D1235L,1
S157,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-006,1st Semester,E123L5,1
S158,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-004,1st Semester,F1234L,1
S159,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-023,1st Semester,G12L34,1
S160,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-020,1st Semester,G12L34,1
S161,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-005,1st Semester,B134L5,1
S162,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-014,1st Semester,D1235L,1
S163,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-007,1st Semester,D1235L,1
S164,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-011,1st Semester,E1235L,1
S165,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-008,1st Semester,E1235L,1
S166,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-009,1st Semester,A12L45,1
S167,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-003,1st Semester,E1235L,1
S168,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-025,1st Semester,A12L45,1
S169,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-010,1st Semester,C13L45,1
S170,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-011,1st Semester,E1235L,1
S171,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-009,1st Semester,A12L45,1
S172,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-015,1st Semester,F1234L,1
S173,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-017,1st Semester,F1234L,1
S174,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-023,1st Semester,G12L34,1
S175,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-022,1st Semester,C13L45,1
S176,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-001,1st Semester,C13L45,1
S177,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-002,1st Semester,G12L34,1
S178,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-012,1st Semester,F1234L,1
S179,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-004,1st Semester,F1234L,1
S180,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-013,1st Semester,A12L45,1
S181,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-023,1st Semester,G12L34,1
S182,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-006,1st Semester,E123L5,1
S183,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-012,1st Semester,F1234L,1
S184,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-014,1st Semester,D1235L,1
S185,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-008,1st Semester,E1235L,1
S186,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-012,1st Semester,F1234L,1
S187,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-016,1st Semester,E1235L,1
S188,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-025,1st Semester,A12L45,1
S189,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-010,1st Semester,C13L45,1
S190,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-020,1st Semester,G12L34,1
S191,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-004,1st Semester,F1234L,1
S192,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-017,1st Semester,F1234L,1
S193,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-018,1st Semester,B134L5,1
S194,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-022,1st Semester,C13L45,1
S195,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-010,1st Semester,C13L45,1
S196,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-003,1st Semester,E1235L,1
S197,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-007,1st Semester,D1235L,1
S198,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-009,1st Semester,A12L45,1
S199,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-001,1st Semester,C13L45,1
S200,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-010,1st Semester,C13L45,1
S201,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-008,1st Semester,E1235L,1
S202,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-024,1st Semester,F1234L,1
S203,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-013,1st Semester,A12L45,1
S204,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-018,1st Semester,B134L5,1
S205,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-006,1st Semester,E123L5,1
S206,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-025,1st Semester,A12L45,1
S207,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-019,1st Semester,C13L45,1
S208,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-024,1st Semester,F1234L,1
S209,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-012,1st Semester,F1234L,1
S210,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-012,1st Semester,F1234L,1
S211,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-021,1st Semester,B134L5,1
S212,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-015,1st Semester,F1234L,1
S213,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-021,1st Semester,B134L5,1
S214,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-017,1st Semester,F1234L,1
S215,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-004,1st Semester,F1234L,1
S216,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-026,1st Semester,G12L34,1
S217,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-019,1st Semester,C13L45,1
S218,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-008,1st Semester,E1235L,1
S219,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-005,1st Semester,B134L5,1
S220,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-011,1st Semester,E1235L,1
S221,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-024,1st Semester,F1234L,1
S222,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-002,1st Semester,G12L34,1
S223,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-025,1st Semester,A12L45,1
S224,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-006,1st Semester,E123L5,1
S225,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-022,1st Semester,C13L45,1
S226,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-014,1st Semester,D1235L,1
S227,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-018,1st Semester,B134L5,1
S228,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-005,1st Semester,B134L5,1
S229,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-023,1st Semester,G12L34,1
S230,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-016,1st Semester,E1235L,1
S231,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-007,1st Semester,D1235L,1
S232,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-026,1st Semester,G12L34,1
S233,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-003,1st Semester,E1235L,1
S234,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-015,1st Semester,F1234L,1
S235,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-001,1st Semester,C13L45,1
S236,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-011,1st Semester,E1235L,1
S237,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-024,1st Semester,F1234L,1
S238,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-016,1st Semester,E1235L,1
S239,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-020,1st Semester,G12L34,1
S240,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-007,1st Semester,D1235L,1
S241,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-025,1st Semester,A12L45,1
S242,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-026,1st Semester,G12L34,1
S243,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-025,1st Semester,A12L45,1
S244,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-010,1st Semester,C13L45,1
S245,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-007,1st Semester,D1235L,1
S246,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-017,1st Semester,F1234L,1
S247,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-018,1st Semester,B134L5,1
S248,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-022,1st Semester,C13L45,1
S249,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-003,1st Semester,E1235L,1
S250,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-017,1st Semester,F1234L,1
S251,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-021,1st Semester,B134L5,1
S252,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-025,1st Semester,A12L45,1
S253,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-004,1st Semester,F1234L,1
S254,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-025,1st Semester,A12L45,1
S255,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-023,1st Semester,G12L34,1
S256,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-021,1st Semester,B134L5,1
S257,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-001,1st Semester,C13L45,1
S258,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-026,1st Semester,G12L34,1
S259,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-018,1st Semester,B134L5,1
S260,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-001,1st Semester,C13L45,1
S261,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-014,1st Semester,D1235L,1
S262,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-023,1st Semester,G12L34,1
S263,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-026,1st Semester,G12L34,1
S264,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-003,1st Semester,E1235L,1
S265,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-014,1st Semester,D1235L,1
S266,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-002,1st Semester,G12L34,1
S267,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-009,1st Semester,A12L45,1
S268,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-020,1st Semester,G12L34,1
S269,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-005,1st Semester,B134L5,1
S270,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-019,1st Semester,C13L45,1
S271,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-022,1st Semester,C13L45,1
S272,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-001,1st Semester,C13L45,1
S273,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-026,1st Semester,G12L34,1
S274,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-017,1st Semester,F1234L,1
S275,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-009,1st Semester,A12L45,1
S276,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-019,1st Semester,C13L45,1
S277,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-016,1st Semester,E1235L,1
S278,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-013,1st Semester,A12L45,1
S279,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-002,1st Semester,G12L34,1
S280,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-008,1st Semester,E1235L,1
S281,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-017,1st Semester,F1234L,1
S282,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-006,1st Semester,E123L5,1
S283,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-014,1st Semester,D1235L,1
S284,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-020,1st Semester,G12L34,1
S285,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-013,1st Semester,A12L45,1
S286,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-016,1st Semester,E1235L,1
S287,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-021,1st Semester,B134L5,1
S288,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-021,1st Semester,B134L5,1
S289,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-024,1st Semester,F1234L,1
S290,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-010,1st Semester,C13L45,1
S291,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-004,1st Semester,F1234L,1
S292,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-022,1st Semester,C13L45,1
S293,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-025,1st Semester,A12L45,1
S294,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-005,1st Semester,B134L5,1
S295,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-013,1st Semester,A12L45,1
S296,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-022,1st Semester,C13L45,1
S297,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-020,1st Semester,G12L34,1
S298,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-023,1st Semester,G12L34,1
S299,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-014,1st Semester,D1235L,1
S300,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-003,1st Semester,E1235L,1
S301,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-007,1st Semester,D1235L,1
S302,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-001,1st Semester,C13L45,1
S303,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-009,1st Semester,A12L45,1
S304,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-015,1st Semester,F1234L,1
S305,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-017,1st Semester,F1234L,1
S306,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-025,1st Semester,A12L45,1
S307,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-013,1st Semester,A12L45,1
S308,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-014,1st Semester,D1235L,1
S309,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-019,1st Semester,C13L45,1
S310,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-019,1st Semester,C13L45,1
S311,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-011,1st Semester,E1235L,1
S312,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-023,1st Semester,G12L34,1
S313,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-010,1st Semester,C13L45,1
S314,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-006,1st Semester,E123L5,1
S315,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-014,1st Semester,D1235L,1
S316,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-022,1st Semester,C13L45,1
S317,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-003,1st Semester,E1235L,1
S318,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-018,1st Semester,B134L5,1
S319,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-024,1st Semester,F1234L,1
S320,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-014,1st Semester,D1235L,1
S321,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-008,1st Semester,E1235L,1
S322,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-021,1st Semester,B134L5,1
S323,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-018,1st Semester,B134L5,1
S324,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-016,1st Semester,E1235L,1
S325,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-022,1st Semester,C13L45,1
S326,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-003,1st Semester,E1235L,1
S327,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-005,1st Semester,B134L5,1
S328,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-026,1st Semester,G12L34,1
S329,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-023,1st Semester,G12L34,1
S330,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-011,1st Semester,E1235L,1
S331,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-007,1st Semester,D1235L,1
S332,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-010,1st Semester,C13L45,1
S333,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-006,1st Semester,E123L5,1
S334,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-007,1st Semester,D1235L,1
S335,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-009,1st Semester,A12L45,1
S336,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-024,1st Semester,F1234L,1
S337,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-006,1st Semester,E123L5,1
S338,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-015,1st Semester,F1234L,1
S339,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-013,1st Semester,A12L45,1
S340,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-018,1st Semester,B134L5,1
S341,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-005,1st Semester,B134L5,1
S342,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-011,1st Semester,E1235L,1
S343,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-016,1st Semester,E1235L,1
S344,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-003,1st Semester,E1235L,1
S345,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-024,1st Semester,F1234L,1
S346,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-008,1st Semester,E1235L,1
S347,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-025,1st Semester,A12L45,1
S348,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-009,1st Semester,A12L45,1
S349,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-004,1st Semester,F1234L,1
S350,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-023,1st Semester,G12L34,1
S351,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-002,1st Semester,G12L34,1
#N/A,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-026,1st Semester,G12L34,1
#N/A,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-010,1st Semester,C13L45,1
S001,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-022,2nd Semester,F1234L,1
S002,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-022,2nd Semester,F1234L,1
S003,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-019,2nd Semester,G12L34,1
S004,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-009,2nd Semester,E1235L,1
S005,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-009,2nd Semester,E1235L,1
S006,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-026,2nd Semester,C13L45,1
S007,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-007,2nd Semester,E123L5,1
S008,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-009,2nd Semester,E1235L,1
S009,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-008,2nd Semester,D1235L,1
S010,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-009,2nd Semester,E1235L,1
S011,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-022,2nd Semester,F1234L,1
S012,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-005,2nd Semester,A12L45,1
S013,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-015,2nd Semester,F1234L,1
S014,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-025,2nd Semester,A12L45,1
S015,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-014,2nd Semester,D1235L,1
S016,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-013,2nd Semester,A12L45,1
S017,NCSSM Durham,2023 - 2024,AS4052,AS4052 American Studies II,AS4052-024,2nd Semester,F1234L,1
